Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,257.5,257.5,255.5,256.5,239.03457641601562,30017526
2019-08-02,252.0,253.5,250.5,251.5,234.3750457763672,54021644
2019-08-05,251.0,252.0,245.5,246.5,229.7154998779297,51535721
2019-08-06,240.0,250.0,240.0,248.5,231.5792999267578,58625879
2019-08-07,250.0,250.5,246.5,248.0,231.1133575439453,29435460
2019-08-08,248.0,254.0,248.0,253.5,236.2388458251953,29725266
2019-08-12,254.5,254.5,251.0,251.0,233.90907287597656,21794603
2019-08-13,249.0,249.5,246.5,246.5,229.7154998779297,23121107
2019-08-14,252.5,254.0,249.5,249.5,232.51121520996094,35216703
2019-08-15,247.0,248.5,246.0,248.0,231.1133575439453,27624412
2019-08-16,249.5,252.0,248.0,250.0,232.97714233398438,25370715
2019-08-19,251.5,253.0,250.5,252.0,234.84095764160156,24060514
2019-08-20,254.0,254.5,252.5,254.5,237.17074584960938,19960494
2019-08-21,254.5,255.0,253.0,254.5,237.17074584960938,20269296
2019-08-22,257.0,257.5,254.0,254.0,236.7047882080078,21900840
2019-08-23,253.5,254.5,253.0,254.0,236.7047882080078,14166877
2019-08-26,249.0,250.5,248.5,248.5,231.5792999267578,31678620
2019-08-27,250.5,251.0,248.5,250.0,232.97714233398438,50234951
2019-08-28,250.5,253.0,250.5,252.0,234.84095764160156,15132882
2019-08-29,253.0,254.0,251.0,254.0,236.7047882080078,19587767
2019-08-30,256.5,259.0,256.0,259.0,241.36431884765625,35184201
2019-09-02,258.0,258.0,256.0,257.5,239.96649169921875,14614854
2019-09-03,256.5,258.0,253.0,254.0,236.7047882080078,25762495
2019-09-04,254.0,258.0,254.0,257.5,239.96649169921875,22540733
2019-09-05,263.0,263.0,260.5,263.0,245.09194946289062,48791728
2019-09-06,265.0,265.0,263.0,263.5,245.5579071044922,25408515
2019-09-10,263.5,264.0,260.5,261.5,243.69412231445312,29308866
2019-09-11,264.0,264.5,260.5,263.0,245.09194946289062,36196015
2019-09-12,265.0,265.0,261.5,262.5,244.6260223388672,26017293
2019-09-16,262.0,265.5,261.5,265.5,247.42172241210938,32573966
2019-09-17,266.5,266.5,264.5,265.0,246.95579528808594,27600844
2019-09-18,267.0,269.5,266.5,267.0,248.819580078125,47684759
2019-09-19,268.0,268.0,264.0,265.0,248.819580078125,25233567
2019-09-20,266.0,266.5,264.0,264.0,247.88064575195312,43868865
2019-09-23,264.0,264.0,263.0,264.0,247.88064575195312,13093208
2019-09-24,263.5,265.5,262.0,265.0,248.819580078125,24244943
2019-09-25,262.5,266.0,262.0,266.0,249.75856018066406,21003163
2019-09-26,269.0,269.5,266.5,268.0,251.63644409179688,29940103
2019-09-27,271.5,272.5,271.0,272.0,255.39218139648438,41235817
2019-10-01,273.0,280.5,273.0,280.0,262.90374755859375,71743890
2019-10-02,280.0,281.0,279.0,279.5,262.4342956542969,29295953
2019-10-03,274.0,277.5,274.0,276.5,259.6174011230469,31890864
2019-10-04,279.5,280.0,275.0,276.5,259.6174011230469,35169613
2019-10-07,279.0,279.5,277.5,278.0,261.02581787109375,17510230
2019-10-08,283.5,286.5,282.5,286.5,269.0068664550781,35278551
2019-10-09,283.5,286.0,282.0,282.0,264.7816467285156,34777456
2019-10-14,291.5,291.5,288.5,290.0,272.29315185546875,46683517
2019-10-15,293.5,296.0,292.0,293.5,275.5794372558594,38018567
2019-10-16,298.0,298.0,293.5,296.5,278.39630126953125,40297144
2019-10-17,295.0,295.5,292.0,293.5,275.5794372558594,40271938
2019-10-18,293.0,295.5,291.0,293.0,275.1099548339844,45102984
2019-10-21,291.0,291.0,288.5,290.0,272.29315185546875,34634365
