Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,14.049516677856445,14.19845199584961,13.950226783752441,13.999872207641602,13.733113288879395,17269224
2019-08-02,13.652358055114746,13.652358055114746,13.255197525024414,13.304842948913574,13.051326751708984,36544554
2019-08-05,13.20555305480957,13.404132843017578,13.15590763092041,13.304842948913574,13.051326751708984,16447210
2019-08-06,12.808394432067871,13.20555305480957,12.808394432067871,13.15590763092041,12.905229568481445,19188964
2019-08-07,13.106263160705566,13.354488372802734,13.006974220275879,13.255197525024414,13.0026273727417,11364387
2019-08-08,13.20555305480957,13.304842948913574,13.15590763092041,13.255197525024414,13.0026273727417,8161022
2019-08-12,13.20555305480957,13.354488372802734,13.106263160705566,13.255197525024414,13.0026273727417,7289007
2019-08-13,13.20555305480957,13.255197525024414,13.006974220275879,13.006974220275879,12.759134292602539,10180925
2019-08-14,13.056618690490723,13.20555305480957,12.609813690185547,12.808394432067871,12.564337730407715,24427025
2019-08-15,12.510523796081543,12.758749008178711,12.4608793258667,12.560169219970703,12.320842742919922,14458126
2019-08-16,12.560169219970703,12.560169219970703,12.311944007873535,12.560169219970703,12.320842742919922,20050807
2019-08-19,12.510523796081543,12.510523796081543,12.361589431762695,12.361589431762695,12.126046180725098,12480972
2019-08-20,12.361589431762695,12.510523796081543,12.361589431762695,12.411233901977539,12.174745559692383,9213342
2019-08-21,12.361589431762695,12.510523796081543,12.361589431762695,12.411233901977539,12.174745559692383,6049137
2019-08-22,12.411233901977539,12.70910358428955,12.411233901977539,12.609813690185547,12.36954116821289,12385975
2019-08-23,12.659459114074707,12.808394432067871,12.659459114074707,12.808394432067871,12.564337730407715,6638539
2019-08-26,12.510523796081543,12.560169219970703,12.411233901977539,12.4608793258667,12.223444938659668,10921397
2019-08-27,12.560169219970703,12.609813690185547,12.4608793258667,12.560169219970703,12.320842742919922,7968599
2019-08-28,12.510523796081543,12.70910358428955,12.510523796081543,12.659459114074707,12.418240547180176,4118573
2019-08-29,12.659459114074707,12.70910358428955,12.510523796081543,12.560169219970703,12.320842742919922,6060531
2019-08-30,12.659459114074707,12.758749008178711,12.560169219970703,12.758749008178711,12.51563835144043,8996401
2019-09-02,12.808394432067871,12.858038902282715,12.70910358428955,12.758749008178711,12.51563835144043,5862724
2019-09-03,12.758749008178711,12.907684326171875,12.70910358428955,12.758749008178711,12.51563835144043,5811992
2019-09-04,12.758749008178711,12.907684326171875,12.659459114074707,12.808394432067871,12.564337730407715,8545673
2019-09-05,12.858038902282715,12.957328796386719,12.808394432067871,12.957328796386719,12.710434913635254,11053194
2019-09-06,12.957328796386719,13.106263160705566,12.808394432067871,13.056618690490723,12.807832717895508,11033109
2019-09-10,13.15590763092041,13.20555305480957,12.957328796386719,13.056618690490723,12.807832717895508,8311357
2019-09-11,13.106263160705566,13.106263160705566,12.907684326171875,13.006974220275879,12.759134292602539,10825465
2019-09-12,13.106263160705566,13.255197525024414,13.056618690490723,13.20555305480957,12.95392894744873,10083473
2019-09-16,13.15590763092041,13.15590763092041,12.907684326171875,12.907684326171875,12.661735534667969,14234744
2019-09-17,12.808394432067871,13.006974220275879,12.808394432067871,12.957328796386719,12.710434913635254,5793729
2019-09-18,12.957328796386719,13.15590763092041,12.957328796386719,13.006974220275879,12.759134292602539,8334457
