Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,8.670000076293945,8.699999809265137,8.600000381469727,8.6899995803833,8.6899995803833,1715971
2019-08-02,8.569999694824219,8.600000381469727,8.449999809265137,8.479999542236328,8.479999542236328,2263284
2019-08-05,8.399999618530273,8.420000076293945,8.319999694824219,8.350000381469727,8.350000381469727,1885319
2019-08-06,8.210000038146973,8.369999885559082,8.119999885559082,8.369999885559082,8.369999885559082,1367988
2019-08-07,8.350000381469727,8.520000457763672,8.350000381469727,8.369999885559082,8.369999885559082,1249704
2019-08-08,8.350000381469727,8.470000267028809,8.350000381469727,8.449999809265137,8.449999809265137,812060
2019-08-12,8.399999618530273,8.5,8.399999618530273,8.430000305175781,8.430000305175781,857992
2019-08-13,8.289999961853027,8.380000114440918,8.170000076293945,8.170000076293945,8.170000076293945,2957638
2019-08-14,8.210000038146973,8.239999771118164,8.050000190734863,8.050000190734863,8.050000190734863,3734353
2019-08-15,8.0,8.0,7.809999942779541,7.900000095367432,7.900000095367432,3144340
2019-08-16,7.900000095367432,8.100000381469727,7.900000095367432,8.100000381469727,8.100000381469727,1465181
2019-08-19,8.100000381469727,8.100000381469727,7.960000038146973,8.039999961853027,8.039999961853027,1565285
2019-08-20,8.0600004196167,8.0600004196167,7.949999809265137,7.96999979019165,7.96999979019165,2503933
2019-08-21,7.929999828338623,8.050000190734863,7.900000095367432,8.0,8.0,2069964
2019-08-22,8.0,8.029999732971191,7.96999979019165,7.989999771118164,7.989999771118164,837051
2019-08-23,7.960000038146973,8.039999961853027,7.960000038146973,7.980000019073486,7.980000019073486,842443
2019-08-26,7.900000095367432,7.909999847412109,7.869999885559082,7.880000114440918,7.880000114440918,929447
2019-08-27,7.900000095367432,7.96999979019165,7.860000133514404,7.860000133514404,7.860000133514404,980960
2019-08-28,7.860000133514404,7.940000057220459,7.860000133514404,7.889999866485596,7.889999866485596,393024
2019-08-29,7.880000114440918,7.96999979019165,7.880000114440918,7.920000076293945,7.920000076293945,785113
2019-08-30,7.989999771118164,8.010000228881836,7.920000076293945,7.960000038146973,7.960000038146973,1222149
2019-09-02,7.960000038146973,8.039999961853027,7.960000038146973,8.029999732971191,8.029999732971191,809521
2019-09-03,8.050000190734863,8.079999923706055,8.020000457763672,8.039999961853027,8.039999961853027,682837
2019-09-04,8.039999961853027,8.069999694824219,7.96999979019165,8.050000190734863,8.050000190734863,1266759
2019-09-05,8.0600004196167,8.069999694824219,8.0,8.039999961853027,8.039999961853027,1049695
2019-09-06,8.050000190734863,8.0600004196167,8.0,8.029999732971191,8.029999732971191,1034285
2019-09-10,8.020000457763672,8.0600004196167,8.0,8.010000228881836,8.010000228881836,881932
2019-09-11,7.989999771118164,8.010000228881836,7.949999809265137,7.960000038146973,7.960000038146973,1262278
2019-09-12,7.96999979019165,8.029999732971191,7.960000038146973,8.020000457763672,8.020000457763672,700229
2019-09-16,8.0,8.010000228881836,7.96999979019165,7.96999979019165,7.96999979019165,721925
2019-09-17,7.96999979019165,7.96999979019165,7.880000114440918,7.880000114440918,7.880000114440918,1726890
2019-09-18,7.900000095367432,8.050000190734863,7.889999866485596,8.0,8.0,1348097
2019-09-19,8.0,8.0,7.920000076293945,7.929999828338623,7.929999828338623,666227
2019-09-20,7.920000076293945,7.949999809265137,7.900000095367432,7.900000095367432,7.900000095367432,1060137
2019-09-23,7.909999847412109,7.96999979019165,7.889999866485596,7.940000057220459,7.940000057220459,911327
2019-09-24,7.949999809265137,7.960000038146973,7.900000095367432,7.900000095367432,7.900000095367432,1260481
